id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	61	29	2	61	12	10
5	0	115	136	162	26	0	47	21	21
2	0	39	86	368	124	3	329	50	47
13	0	338	470	471	1	0	133	132	132
3	0	46	71	492	64	2	446	27	25
19	0	443	523	630	13	2	187	82	80
17	0	409	586	736	105	1	327	178	177
25	0	658	746	845	3	1	187	89	88
11	0	322	534	939	56	1	617	213	212
24	0	644	811	976	38	6	332	173	167
30	0	702	757	1039	17	2	337	57	55
21	0	525	1000	1100	29	5	575	480	475
16	0	399	502	1239	52	3	840	106	103
23	0	595	1380	1408	28	0	813	785	785
28	0	694	1124	1442	69	7	748	437	430
15	0	394	1249	1605	29	4	1211	859	855
4	0	79	1615	1683	32	1	1604	1537	1536
22	0	555	1470	1694	67	7	1139	922	915
9	0	290	1724	1744	20	0	1454	1434	1434
7	0	255	1808	1839	31	0	1584	1553	1553
29	0	698	891	1943	92	10	1245	203	193
6	0	131	172	1975	36	2	1844	43	41
20	0	494	1999	2022	23	0	1528	1505	1505
10	0	311	986	2070	28	1	1759	676	675
14	0	388	1704	2081	51	10	1693	1326	1316
8	0	275	378	2106	61	5	1831	108	103
12	0	333	389	2221	118	2	1888	58	56
27	0	689	1060	2278	50	3	1589	374	371
18	0	417	1452	2301	70	6	1884	1041	1035
26	0	668	1266	2382	46	4	1714	602	598
0	0	0	0	2382	-6	0	2382	0	0
