id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
9	0	118	118	121	3	0	3	0	0
15	0	158	162	180	8	2	22	6	4
17	0	201	201	211	6	0	10	0	0
14	1	155	158	225	9	1	70	4	3
22	0	259	259	288	8	4	29	4	0
25	0	277	278	329	20	2	52	3	1
29	1	338	338	351	7	2	13	2	0
30	0	354	354	357	3	0	3	0	0
27	1	287	294	366	9	2	79	9	7
31	1	370	370	416	13	4	46	4	0
1	2	0	0	444	22	8	444	8	0
33	0	454	454	455	1	0	1	0	0
44	0	537	546	563	3	2	26	11	9
42	2	526	528	632	10	0	106	2	2
41	2	524	524	681	16	1	157	1	0
57	0	775	775	778	3	0	3	0	0
52	1	723	723	782	13	2	59	2	0
32	2	393	393	886	13	0	493	0	0
63	1	900	900	932	14	2	32	2	0
71	1	1001	1001	1022	11	2	21	2	0
79	0	1141	1141	1150	3	1	9	1	0
82	0	1163	1163	1204	16	5	41	5	0
80	1	1142	1145	1223	10	2	81	5	3
94	0	1320	1320	1328	6	1	8	1	0
92	0	1304	1304	1331	11	6	27	6	0
93	1	1307	1311	1359	6	0	52	4	4
99	1	1361	1361	1371	6	0	10	0	0
101	0	1397	1397	1416	10	5	19	5	0
107	0	1473	1473	1487	5	1	14	1	0
110	0	1535	1535	1536	1	0	1	0	0
108	1	1478	1482	1540	25	5	62	9	4
91	2	1295	1295	1585	20	2	290	2	0
115	2	1632	1632	1647	11	0	15	0	0
116	1	1654	1654	1671	10	3	17	3	0
104	2	1420	1420	1735	18	1	315	1	0
89	2	1264	1264	1780	20	2	516	2	0
124	1	1823	1823	1848	15	1	25	1	0
0	0	0	0	2000	1992	0	2000	0	0
