id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	37	47	237	68	2	200	12	10
2	0	9	19	352	89	1	343	11	10
21	0	419	451	452	1	0	33	32	32
12	0	268	303	491	117	0	223	35	35
16	0	320	379	567	5	2	247	61	59
6	0	146	724	797	18	2	651	580	578
5	0	136	708	900	51	5	764	577	572
23	0	581	972	973	1	0	392	391	391
28	0	631	983	1096	21	2	465	354	352
17	0	328	379	1118	292	8	790	59	51
11	0	241	959	1242	23	5	1001	723	718
25	0	596	1217	1308	5	1	712	622	621
24	0	594	1161	1415	12	4	821	571	567
8	0	206	1330	1427	4	0	1221	1124	1124
4	0	43	53	1470	117	3	1427	13	10
22	0	571	1448	1485	7	0	914	877	877
13	0	293	1184	1496	33	8	1203	899	891
18	0	369	1506	1507	1	0	1138	1137	1137
14	0	315	1529	1608	4	1	1293	1215	1214
9	0	207	1695	1734	7	1	1527	1489	1488
15	0	319	1517	1825	22	9	1506	1207	1198
10	0	239	1745	1841	13	1	1602	1507	1506
27	1	602	641	1863	15	0	1261	39	39
30	1	636	738	1886	85	1	1250	103	102
29	1	632	912	1991	27	5	1359	285	280
26	1	597	1150	2062	31	1	1465	554	553
1	1	0	10	2122	58	8	2122	18	10
7	1	157	201	2140	123	9	1983	53	44
20	3	395	488	2232	46	4	1837	97	93
0	0	0	0	2232	-18	0	2232	0	0
