id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	11	1	0	11	10	10
4	0	37	69	223	12	1	186	33	32
14	0	230	253	336	2	0	106	23	23
5	0	59	135	411	13	1	352	77	76
30	0	574	609	628	19	0	54	35	35
27	0	524	548	644	5	0	120	24	24
25	0	464	508	689	12	5	225	49	44
26	0	474	507	712	6	2	238	35	33
22	0	383	451	724	3	1	341	69	68
23	0	398	439	779	13	2	381	43	41
24	0	451	815	889	12	1	438	365	364
21	0	313	346	994	24	5	681	38	33
20	0	293	346	1082	17	2	789	55	53
28	0	538	722	1199	27	5	661	189	184
19	0	268	1186	1268	13	2	1000	920	918
11	0	135	1114	1407	15	2	1272	981	979
13	0	196	240	1559	2	1	1363	45	44
7	0	76	136	1599	39	4	1523	64	60
8	0	126	1569	1724	10	2	1598	1445	1443
18	0	264	1242	1795	26	8	1531	986	978
15	0	243	1642	2019	36	3	1776	1402	1399
12	0	178	1642	2048	41	8	1870	1472	1464
10	0	134	2058	2065	7	0	1931	1924	1924
2	0	15	25	2149	29	14	2134	24	10
9	0	128	2058	2224	31	5	2096	1935	1930
16	1	253	1444	2270	32	1	2017	1192	1191
29	1	568	667	2281	70	7	1713	106	99
17	1	261	1330	2321	26	0	2060	1069	1069
6	1	68	145	2369	12	4	2301	81	77
3	2	27	37	2444	21	4	2417	14	10
0	0	0	0	2444	-12	0	2444	0	0
