id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	531	105	2	531	12	10
12	0	156	568	581	13	0	425	412	412
18	0	299	772	789	17	0	490	473	473
25	0	389	943	955	12	0	566	554	554
9	0	118	460	1042	34	1	924	343	342
13	0	163	591	1105	34	1	942	429	428
5	0	61	261	1292	35	2	1231	202	200
20	0	326	822	1329	23	1	1003	497	496
6	0	74	303	1429	112	2	1355	231	229
2	0	9	31	1666	73	6	1657	28	22
7	0	80	416	1829	32	10	1749	346	336
3	0	47	145	1899	94	4	1852	102	98
4	0	48	207	1923	49	10	1875	169	159
10	0	145	490	2171	76	6	2026	351	345
19	0	313	811	2309	50	5	1996	503	498
22	0	341	879	2587	56	5	2246	543	538
23	0	351	901	2609	68	6	2258	556	550
8	0	111	427	2632	87	9	2521	325	316
14	0	230	652	2685	110	10	2455	432	422
17	0	294	741	2752	111	7	2458	454	447
15	0	252	684	2822	93	13	2570	445	432
21	0	334	853	2950	95	14	2616	533	519
24	0	359	912	3041	150	12	2682	565	553
16	0	261	696	3124	167	18	2863	453	435
11	0	152	541	3136	120	21	2984	410	389
0	0	0	0	3136	-20	0	3136	0	0
