id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	1	61	46	6	61	7	1
5	0	127	169	184	15	0	57	42	42
7	0	154	185	212	27	0	58	31	31
6	0	139	213	219	6	0	80	74	74
8	0	169	236	237	1	0	68	67	67
9	0	179	243	265	22	0	86	64	64
23	0	313	349	352	3	0	39	36	36
17	0	270	353	436	69	1	166	84	83
25	0	364	528	543	3	1	179	165	164
42	0	554	609	615	6	0	61	55	55
27	0	381	605	657	21	4	276	228	224
44	0	572	658	662	4	0	90	86	86
46	0	593	689	694	5	0	101	96	96
45	0	577	683	704	14	2	127	108	106
49	0	639	754	760	6	0	121	115	115
33	0	424	903	920	17	0	496	479	479
34	0	431	933	942	9	0	511	502	502
36	0	439	951	981	11	1	542	513	512
13	0	246	988	1029	19	4	783	746	742
48	0	634	746	1057	13	1	423	113	112
28	0	385	761	1063	7	2	678	378	376
21	0	302	970	1078	29	6	776	674	668
2	0	57	62	1093	44	2	1036	7	5
39	0	499	530	1125	32	5	626	36	31
24	0	339	358	1190	19	3	851	22	19
18	0	275	437	1253	25	3	978	165	162
10	0	209	220	1300	42	4	1091	15	11
12	0	242	958	1317	31	3	1075	719	716
16	0	266	335	1338	15	1	1072	70	69
35	0	438	943	1378	31	2	940	507	505
3	0	59	86	1427	38	5	1368	32	27
32	0	414	900	1429	56	18	1015	504	486
20	0	291	323	1451	65	5	1160	37	32
29	0	400	768	1509	54	4	1109	372	368
22	0	305	1001	1538	42	2	1233	698	696
50	0	646	663	1579	29	1	933	18	17
14	0	252	274	1596	50	7	1344	29	22
41	0	531	547	1598	52	5	1067	21	16
40	0	530	992	1745	104	15	1215	477	462
43	0	557	622	1840	80	10	1283	75	65
15	0	254	298	1847	102	17	1593	61	44
30	0	403	774	1882	78	15	1479	386	371
31	0	408	824	1974	79	9	1566	425	416
26	0	366	835	1995	44	1	1629	470	469
11	0	213	226	2027	83	5	1814	18	13
38	0	479	544	2066	108	7	1587	72	65
19	0	283	869	2073	79	16	1790	602	586
4	0	97	106	2078	49	4	1981	13	9
47	0	618	705	2145	78	6	1527	93	87
37	0	446	463	2147	86	12	1701	29	17
0	0	0	0	2147	5	0	2147	0	0
