id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
20	0	167	391	403	12	0	236	224	224
19	0	151	327	459	23	2	308	178	176
12	0	86	413	671	27	6	585	333	327
7	0	63	694	787	16	2	724	633	631
3	0	15	591	905	28	1	890	577	576
1	0	0	10	1081	102	13	1081	23	10
14	0	91	1142	1226	26	4	1135	1055	1051
18	0	134	625	1376	50	1	1242	492	491
23	0	189	1421	1581	42	5	1392	1237	1232
6	0	48	1042	1617	91	10	1569	1004	994
21	0	183	338	1768	65	7	1585	162	155
16	0	119	797	1796	48	6	1677	684	678
13	0	89	728	1882	57	2	1793	641	639
15	0	113	1903	2134	47	3	2021	1793	1790
9	0	69	285	2261	56	3	2192	219	216
10	0	76	1260	2723	279	30	2647	1214	1184
24	0	192	926	2734	111	12	2542	746	734
5	0	46	2806	2926	56	1	2880	2761	2760
8	0	66	369	2983	75	17	2917	320	303
25	0	201	832	2995	142	15	2794	646	631
17	0	124	296	3077	63	7	2953	179	172
4	0	28	3027	3088	25	3	3060	3002	2999
11	0	79	3357	3590	62	4	3511	3282	3278
22	0	184	1641	3686	317	39	3502	1496	1457
2	0	10	54	3776	351	23	3766	67	44
0	0	0	0	3776	-15	0	3776	0	0
