id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	139	140	145	5	0	6	1	1
5	1	127	128	148	12	0	21	1	1
8	0	169	170	171	1	0	2	1	1
23	0	313	328	330	2	0	17	15	15
25	0	364	366	384	3	1	20	3	2
28	0	385	404	556	7	2	171	21	19
42	0	554	558	563	5	0	9	4	4
44	0	572	584	588	4	0	16	12	12
46	0	593	594	598	4	0	5	1	1
49	0	639	647	652	5	0	13	8	8
36	0	439	695	710	9	1	271	257	256
34	1	431	606	754	8	0	323	175	175
48	1	634	640	766	11	1	132	7	6
24	1	339	345	840	14	3	501	9	6
21	1	302	306	866	26	6	564	10	4
45	1	577	592	871	13	2	294	17	15
10	1	209	210	919	36	4	710	5	1
27	2	381	398	1015	17	4	634	21	17
18	2	275	683	1025	20	3	750	411	408
12	2	242	243	1045	28	3	803	4	1
33	2	424	432	1072	15	0	648	8	8
13	2	246	253	1161	17	4	915	11	7
3	2	59	60	1175	32	5	1116	6	1
16	2	266	365	1184	13	1	918	100	99
35	3	438	689	1275	29	2	837	253	251
39	3	499	501	1307	26	5	808	7	2
9	3	179	180	1364	17	0	1185	1	1
50	4	646	659	1471	27	1	825	14	13
22	5	305	313	1602	37	2	1297	10	8
7	5	154	155	1636	26	0	1482	1	1
14	5	252	262	1656	44	7	1404	17	10
31	5	408	525	1689	73	9	1281	126	117
4	5	97	98	1763	44	4	1666	5	1
1	6	0	1	1772	44	6	1772	7	1
32	6	414	432	1793	52	18	1379	36	18
26	6	366	380	1886	41	1	1520	15	14
2	7	57	58	1912	41	2	1855	3	1
20	7	291	298	1923	63	5	1632	12	7
41	7	531	540	1961	48	5	1430	14	9
29	8	400	425	1993	50	4	1593	29	25
30	9	403	453	2131	70	15	1728	65	50
43	9	557	566	2197	70	10	1640	19	9
17	10	270	469	2248	60	1	1978	200	199
40	10	530	532	2266	94	15	1736	17	2
15	11	254	267	2292	93	17	2038	30	13
47	11	618	631	2298	77	6	1680	19	13
19	11	283	289	2307	76	16	2024	22	6
37	12	446	460	2345	81	12	1899	26	14
11	13	213	214	2355	78	5	2142	6	1
38	14	479	486	2363	100	7	1884	14	7
0	0	0	0	2363	5	0	2363	0	0
