id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	41	56	78	4	1	37	16	15
5	0	36	46	129	16	0	93	10	10
4	0	33	42	137	14	6	104	15	9
15	0	140	178	244	6	1	104	39	38
1	0	0	0	250	49	11	250	11	0
12	0	92	129	292	13	0	200	37	37
14	0	135	174	356	16	0	221	39	39
2	0	27	28	398	35	6	371	7	1
7	0	64	82	404	26	0	340	18	18
13	0	121	159	469	16	2	348	40	38
26	0	360	418	574	9	1	214	59	58
35	0	494	581	583	2	0	89	87	87
22	0	292	345	684	16	1	392	54	53
42	0	558	670	782	4	1	224	113	112
37	0	508	599	1273	15	2	765	93	91
23	0	308	364	1276	26	4	968	60	56
31	0	445	519	1356	20	4	911	78	74
71	0	903	1099	1361	5	3	458	199	196
93	0	1134	1393	1395	2	0	261	259	259
48	0	683	794	1458	10	1	775	112	111
77	0	974	1190	1472	6	0	498	216	216
78	0	1003	1221	1510	7	0	507	218	218
66	0	860	1047	1576	12	2	716	189	187
56	0	757	908	1667	13	2	910	153	151
16	0	155	197	1694	44	2	1539	44	42
58	0	768	928	1696	14	0	928	160	160
97	0	1180	1452	1745	8	0	565	272	272
50	0	689	807	1779	13	5	1090	123	118
86	0	1068	1305	1881	11	2	813	239	237
32	0	446	523	1927	27	6	1481	83	77
25	0	325	389	1991	36	9	1666	73	64
0	0	0	0	2001	1989	0	2001	0	0
