id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	50	44	6	50	6	0
3	0	59	61	147	32	5	88	7	2
2	0	57	57	162	41	2	105	2	0
6	0	139	151	171	5	0	32	12	12
5	0	127	135	175	12	0	48	8	8
8	0	169	179	180	1	0	11	10	10
4	0	97	100	236	44	4	139	7	3
9	0	179	184	242	17	0	63	5	5
7	0	154	166	248	26	0	94	12	12
23	0	313	361	363	2	0	50	48	48
16	0	266	286	431	13	1	165	21	20
13	0	246	255	479	17	4	233	13	9
25	0	364	413	483	3	1	119	50	49
34	0	431	500	596	8	0	165	69	69
28	0	385	435	607	7	2	222	52	50
12	0	242	248	611	28	3	369	9	6
44	0	572	668	672	4	0	100	96	96
46	0	593	694	698	4	0	105	101	101
36	0	439	514	716	9	1	277	76	75
24	0	339	388	736	14	3	397	52	49
18	0	275	300	757	20	3	482	28	25
42	0	554	643	766	5	0	212	89	89
10	0	209	220	786	36	4	577	15	11
33	0	424	488	812	15	0	388	64	64
27	0	381	431	828	17	4	447	54	50
55	0	716	840	841	1	0	125	124	124
49	0	639	748	875	5	0	236	109	109
62	0	798	925	929	4	0	131	127	127
59	0	756	879	1027	5	2	271	125	123
52	0	666	790	1076	12	1	410	125	124
45	0	577	676	1093	13	2	516	101	99
57	0	736	865	1178	9	1	442	130	129
48	0	634	740	1183	11	1	549	107	106
21	0	302	341	1193	26	6	891	45	39
74	0	974	1131	1319	6	0	345	157	157
76	0	1000	1152	1352	5	0	352	152	152
88	0	1184	1376	1377	1	0	193	192	192
22	0	305	349	1416	37	2	1111	46	44
61	0	782	909	1428	16	2	646	129	127
70	0	917	1058	1430	10	0	513	141	141
83	0	1107	1274	1511	7	0	404	167	167
14	0	252	261	1536	44	7	1284	16	9
73	0	970	1123	1747	16	0	777	153	153
85	0	1128	1307	1748	7	1	620	180	179
35	0	438	510	1771	29	2	1333	74	72
50	0	646	761	1829	27	1	1183	116	115
97	0	1251	1464	1887	11	1	636	214	213
26	0	366	414	1892	41	1	1526	49	48
0	0	0	0	2000	1963	0	2000	0	0
