id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	6	8	10	2	0	4	2	2
1	0	0	0	75	25	6	75	6	0
8	0	47	63	93	6	0	46	16	16
6	0	42	57	164	19	0	122	15	15
9	0	66	87	232	23	0	166	21	21
3	0	19	20	307	44	5	288	6	1
15	0	186	217	311	10	2	125	33	31
13	0	170	197	320	13	3	150	30	27
10	0	97	112	330	24	4	233	19	15
20	0	298	341	397	5	0	99	43	43
14	0	185	209	401	20	0	216	24	24
22	0	304	353	412	4	2	108	51	49
12	0	131	158	470	24	4	339	31	27
29	0	439	494	498	4	0	59	55	55
17	0	247	284	504	19	0	257	37	37
5	0	30	41	506	46	6	476	17	11
30	0	454	510	511	1	0	57	56	56
38	0	530	595	596	1	0	66	65	65
26	0	354	405	666	18	2	312	53	51
39	0	554	625	704	4	4	150	75	71
34	0	503	554	709	9	2	206	53	51
25	0	345	392	816	19	5	471	52	47
21	0	303	349	821	26	1	518	47	46
43	0	655	735	824	7	0	169	80	80
7	0	43	61	859	63	2	816	20	18
23	0	326	369	883	27	4	557	47	43
44	0	662	747	1097	12	4	435	89	85
27	0	404	453	1218	28	2	814	51	49
74	0	1082	1243	1245	2	0	163	161	161
36	0	524	579	1252	28	0	728	55	55
11	0	113	140	1352	58	10	1239	37	27
75	0	1115	1273	1476	6	1	361	159	158
46	0	708	793	1572	19	1	864	86	85
53	0	803	906	1589	17	3	786	106	103
65	0	967	1101	1707	13	5	740	139	134
77	0	1140	1302	1751	9	2	611	164	162
4	0	27	29	1877	74	13	1850	15	2
47	0	756	835	1944	20	4	1188	83	79
18	0	259	300	1971	55	7	1712	48	41
0	0	0	0	2000	1992	0	2000	0	0
