id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
20	0	167	250	252	2	0	85	83	83
19	0	151	239	314	3	2	163	90	88
12	0	86	417	502	7	6	416	337	331
7	0	63	443	582	6	2	519	382	380
16	1	119	654	837	18	6	718	541	535
15	1	113	615	941	17	3	828	505	502
23	1	189	403	1177	12	5	988	219	214
21	1	183	290	1270	15	7	1087	114	107
18	1	134	177	1281	10	1	1147	44	43
11	2	79	350	1765	22	4	1686	275	271
13	2	89	553	1979	17	2	1890	466	464
1	2	0	10	2007	22	13	2007	23	10
9	4	69	123	2442	16	3	2373	57	54
4	4	28	440	2540	15	3	2512	415	412
14	4	91	565	2668	6	4	2577	478	474
8	4	66	604	2731	35	17	2665	555	538
6	6	48	79	3156	31	10	3108	41	31
5	7	46	73	3353	16	1	3307	28	27
24	7	192	262	3540	31	12	3348	82	70
3	10	15	56	3849	8	1	3834	42	41
25	10	201	262	4078	42	15	3877	76	61
17	11	124	158	4170	23	7	4046	41	34
10	14	76	134	4507	89	30	4431	88	58
2	17	10	20	4966	61	23	4956	33	10
0	0	0	0	5005	147	0	5005	0	0
