id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
21	0	218	364	541	11	4	323	150	146
7	0	55	575	665	8	4	610	524	520
4	0	37	524	727	14	7	690	494	487
17	0	172	790	866	4	8	694	626	618
3	1	9	47	1292	4	3	1283	41	38
8	1	68	765	1474	10	1	1406	698	697
11	1	108	336	1680	8	3	1572	231	228
25	2	256	386	2079	16	3	1823	133	130
9	2	97	109	2181	15	3	2084	15	12
1	2	0	10	2362	23	8	2362	18	10
16	2	166	779	2373	29	15	2207	628	613
13	3	129	598	2443	5	0	2314	469	469
14	4	136	712	2653	42	10	2517	586	576
15	4	152	176	2838	13	5	2686	29	24
22	7	224	375	3689	37	8	3465	159	151
5	9	39	92	4439	68	20	4400	73	53
2	10	4	14	4506	6	0	4502	10	10
12	11	119	414	4716	51	10	4597	305	295
6	11	52	107	4942	19	3	4890	58	55
0	0	0	-1	5007	5007	0	5007	-1	-1
