id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	41	73	91	6	1	50	33	32
7	0	64	92	119	27	0	55	28	28
12	0	92	202	216	14	0	124	110	110
15	0	140	197	220	7	1	80	58	57
14	0	135	297	316	19	0	181	162	162
22	0	292	329	358	17	1	66	38	37
26	0	360	404	420	10	1	60	45	44
37	0	508	514	635	23	2	127	8	6
42	0	558	646	672	5	1	114	89	88
45	0	584	680	713	33	0	129	96	96
50	0	689	816	854	16	5	165	132	127
35	0	494	942	944	2	0	450	448	448
5	0	36	1051	1068	17	0	1032	1015	1015
4	0	33	63	1102	18	6	1069	36	30
13	0	121	837	1115	19	2	994	718	716
44	0	571	673	1170	26	5	599	107	102
29	0	396	477	1297	47	3	901	84	81
49	0	688	805	1308	20	1	620	118	117
48	0	683	794	1310	11	1	627	112	111
47	0	612	636	1340	24	2	728	26	24
32	0	446	820	1422	31	6	976	380	374
25	0	325	394	1460	41	9	1135	78	69
30	0	422	484	1609	43	2	1187	64	62
1	0	0	1	1612	54	11	1612	12	1
20	0	181	229	1640	55	6	1459	54	48
31	0	445	945	1645	22	4	1200	504	500
23	0	308	333	1651	29	4	1343	29	25
43	0	562	648	1774	59	6	1212	92	86
3	0	31	76	1844	93	10	1813	55	45
19	0	174	221	1865	124	14	1691	61	47
39	0	515	1043	1916	62	5	1401	533	528
38	0	513	986	1939	58	6	1426	479	473
27	0	367	406	1986	57	5	1619	44	39
2	0	27	37	1988	39	6	1961	16	10
8	0	65	907	2103	66	13	2038	855	842
41	0	534	580	2155	107	5	1621	51	46
36	0	495	1036	2199	99	9	1704	550	541
9	0	72	972	2230	89	19	2158	919	900
33	0	457	482	2314	74	7	1857	32	25
34	0	492	909	2349	73	11	1857	428	417
28	0	380	444	2384	50	5	2004	69	64
17	0	161	1009	2468	144	15	2307	863	848
21	0	245	317	2526	90	9	2281	81	72
40	0	518	567	2538	75	6	2020	55	49
24	0	312	359	2559	85	7	2247	54	47
10	0	79	120	2564	75	7	2485	48	41
16	0	155	855	2570	44	2	2415	702	700
18	0	171	234	2612	81	3	2441	66	63
46	0	603	714	2623	80	1	2020	112	111
11	0	82	152	2652	88	8	2570	78	70
0	0	0	0	2652	2	0	2652	0	0
