id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	50	44	6	50	6	0
2	0	57	57	104	41	2	47	2	0
7	0	154	167	193	26	0	39	13	13
5	0	127	193	205	12	0	78	66	66
9	0	179	205	222	17	0	43	26	26
8	0	169	222	223	1	0	54	53	53
6	0	139	236	241	5	0	102	97	97
13	0	246	259	306	17	4	60	17	13
17	0	270	306	376	60	1	106	37	36
23	0	313	376	378	2	0	65	63	63
25	0	364	387	422	3	1	58	24	23
27	0	381	424	458	17	4	77	47	43
45	0	577	621	652	13	2	75	46	44
46	0	593	652	656	4	0	63	59	59
49	0	639	702	707	5	0	68	63	63
57	0	736	752	767	9	1	31	17	16
55	0	716	770	771	1	0	55	54	54
59	0	756	767	784	5	2	28	13	11
62	0	798	824	828	4	0	30	26	26
34	0	431	830	838	8	0	407	399	399
69	0	839	869	904	35	0	65	30	30
70	0	917	988	998	10	0	81	71	71
74	0	974	1001	1007	6	0	33	27	27
76	0	1000	1081	1086	5	0	86	81	81
85	0	1128	1147	1165	7	1	37	20	19
88	0	1184	1194	1195	1	0	11	10	10
21	0	302	1133	1224	26	6	922	837	831
95	0	1243	1292	1309	17	0	66	49	49
96	0	1247	1309	1349	40	0	102	62	62
36	0	439	1088	1399	9	1	960	650	649
42	0	554	1406	1411	5	0	857	852	852
83	0	1107	1453	1460	7	0	353	346	346
84	0	1123	1460	1505	45	0	382	337	337
73	0	970	1505	1521	16	0	551	535	535
33	0	424	1521	1536	15	0	1112	1097	1097
44	0	572	1556	1560	4	0	988	984	984
91	0	1209	1567	1584	17	0	375	358	358
3	0	59	80	1588	32	5	1529	26	21
48	0	634	696	1593	11	1	959	63	62
94	0	1242	1286	1613	13	1	371	45	44
28	0	385	426	1614	7	2	1229	43	41
90	0	1204	1212	1686	36	5	482	13	8
78	0	1005	1061	1758	21	4	753	60	56
89	0	1202	1560	1786	20	1	584	359	358
39	0	499	523	1799	26	5	1300	29	24
97	0	1251	1349	1828	11	1	577	99	98
52	0	666	730	1832	12	1	1166	65	64
61	0	782	816	1858	16	2	1076	36	34
53	0	694	754	1960	30	5	1266	65	60
0	0	0	0	2008	1898	0	2008	0	0
