id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	41	47	61	4	1	20	7	6
4	0	33	49	92	20	6	59	22	16
1	0	0	1	115	57	11	115	12	1
15	0	140	149	168	8	1	28	10	9
13	0	121	131	176	23	2	55	12	10
12	0	92	232	247	15	0	155	140	140
26	0	360	370	404	11	1	44	11	10
25	0	325	334	459	45	9	134	18	9
22	0	292	302	506	20	1	214	11	10
35	0	494	507	510	3	0	16	13	13
32	0	446	462	548	34	6	102	22	16
42	0	558	565	579	5	1	21	8	7
37	0	508	549	595	19	2	87	43	41
44	0	571	580	674	28	5	103	14	9
47	0	612	627	682	25	2	70	17	15
30	0	422	602	695	44	2	273	182	180
48	0	683	699	715	11	1	32	17	16
50	0	689	696	737	15	5	48	12	7
49	0	688	716	748	20	1	60	29	28
14	0	135	784	802	18	0	667	649	649
31	0	445	749	807	20	4	362	308	304
5	0	36	808	824	16	0	788	772	772
23	0	308	323	923	29	4	615	19	15
43	0	562	842	965	58	6	403	286	280
19	0	174	190	1105	132	14	931	30	16
3	0	31	37	1153	91	10	1122	16	6
27	0	367	372	1209	57	5	842	10	5
38	0	513	1170	1271	58	6	758	663	657
2	0	27	1224	1311	36	6	1284	1203	1197
8	0	65	78	1452	69	13	1387	26	13
20	0	181	186	1518	53	6	1337	11	5
36	0	495	537	1532	102	9	1037	51	42
39	0	515	555	1662	66	5	1147	45	40
9	0	72	218	1673	87	19	1601	165	146
7	0	64	1700	1727	27	0	1663	1636	1636
33	0	457	460	1837	71	7	1380	10	3
34	0	492	511	1903	72	11	1411	30	19
17	0	161	1559	1919	143	15	1758	1413	1398
45	0	584	1979	2009	30	0	1425	1395	1395
28	0	380	1949	2059	46	5	1679	1574	1569
29	0	396	405	2103	49	3	1707	12	9
21	0	245	256	2162	89	9	1917	20	11
40	0	518	524	2240	75	6	1722	12	6
24	0	312	2110	2293	83	7	1981	1805	1798
10	0	79	1920	2343	72	7	2264	1848	1841
41	0	534	1312	2392	104	5	1858	783	778
16	0	155	2402	2458	45	2	2303	2249	2247
11	0	82	2298	2558	85	8	2476	2224	2216
18	0	171	2459	2568	79	3	2397	2291	2288
46	0	603	2569	2652	80	1	2049	1967	1966
0	0	0	0	2652	2	0	2652	0	0
