id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	3	0	0	18	16	2	18	2	0
4	5	40	40	112	28	1	72	1	0
7	2	136	136	175	20	5	39	5	0
13	1	232	232	280	17	3	48	3	0
20	1	327	327	400	10	1	73	1	0
9	1	183	183	401	34	2	218	2	0
25	0	411	411	413	2	0	2	0	0
5	2	114	114	450	22	0	336	0	0
30	0	494	494	499	3	0	5	0	0
29	1	484	488	512	10	2	28	6	4
27	1	466	466	522	17	4	56	4	0
10	2	191	191	525	15	2	334	2	0
24	3	348	352	575	24	5	227	9	4
23	3	340	344	615	28	3	275	7	4
22	4	331	339	661	23	1	330	9	8
12	5	203	203	710	36	5	507	5	0
21	5	330	331	773	30	5	443	6	1
3	6	29	29	784	43	7	755	7	0
15	6	265	265	807	32	3	542	3	0
18	6	298	298	812	34	4	514	4	0
16	7	283	283	845	41	5	562	5	0
2	9	24	24	961	56	6	937	6	0
26	10	463	463	990	59	10	527	10	0
28	11	472	473	1025	61	3	553	4	1
8	11	143	143	1042	56	3	899	3	0
6	13	126	126	1078	72	8	952	8	0
11	13	200	200	1097	74	7	897	7	0
17	15	287	287	1125	90	12	838	12	0
14	28	240	240	1257	152	12	1017	12	0
19	31	320	320	1271	158	17	951	17	0
0	0	0	0	1271	8	0	1271	0	0
