id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	4	24	166	56	0	162	20	20
3	0	9	38	665	54	3	656	32	29
13	0	129	343	722	5	0	593	214	214
7	0	55	218	984	38	4	929	167	163
8	0	68	250	1010	30	1	942	183	182
17	0	172	396	1206	24	8	1034	232	224
11	0	108	317	1418	18	3	1310	212	209
15	0	152	371	1481	33	5	1329	224	219
21	0	218	517	1617	31	4	1399	303	299
25	0	256	615	1698	36	3	1442	362	359
9	0	97	264	1710	15	3	1613	170	167
4	0	37	176	1809	34	7	1772	146	139
20	0	207	489	1846	15	2	1639	284	282
6	0	52	204	1858	29	3	1806	155	152
1	0	0	10	2117	43	8	2117	18	10
22	0	224	528	3007	77	8	2783	312	304
14	0	136	357	3108	82	10	2972	231	221
16	0	166	385	3119	79	15	2953	234	219
10	0	99	278	3301	62	8	3202	187	179
12	0	119	331	3609	121	10	3490	222	212
18	0	177	407	3699	108	12	3522	242	230
23	0	248	542	3749	143	10	3501	304	294
5	0	39	190	3922	98	20	3883	171	151
19	0	187	461	3977	203	20	3790	294	274
24	0	253	569	4367	149	43	4114	359	316
0	0	0	0	4367	4	0	4367	0	0
