id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	48	22	8	48	8	0
9	0	118	133	136	3	0	18	15	15
3	0	15	21	217	39	6	202	12	6
4	0	56	59	224	23	5	168	8	3
5	0	62	71	281	22	2	219	11	9
6	0	67	79	299	26	2	232	14	12
14	0	155	194	301	9	1	146	40	39
17	0	201	248	311	6	0	110	47	47
15	0	158	201	323	8	2	165	45	43
22	0	259	315	391	8	4	132	60	56
30	0	354	420	423	3	0	69	66	66
33	0	454	528	529	1	0	75	74	74
29	0	338	402	570	7	2	232	66	64
27	0	287	358	598	9	2	311	73	71
2	0	13	14	641	62	2	628	3	1
44	0	537	635	750	3	2	213	100	98
32	0	393	467	772	13	0	379	74	74
25	0	277	347	827	20	2	550	72	70
12	0	151	184	841	31	1	690	34	33
31	0	370	445	863	13	4	493	79	75
42	0	526	615	865	10	0	339	89	89
57	0	775	911	914	3	0	139	136	136
11	0	134	161	947	35	2	813	29	27
13	0	153	186	1015	37	0	862	33	33
20	0	249	301	1018	31	2	769	54	52
18	0	204	259	1074	28	4	870	59	55
26	0	282	353	1135	25	4	853	75	71
41	0	524	610	1165	16	1	641	87	86
37	0	480	561	1252	20	3	772	84	81
24	0	273	339	1278	34	3	1005	69	66
8	0	107	121	1319	49	7	1212	21	14
52	0	723	845	1326	13	2	603	124	122
49	0	652	763	1402	20	0	750	111	111
7	0	71	87	1491	59	8	1420	24	16
79	0	1141	1306	1522	3	1	381	166	165
71	0	1001	1158	1558	11	2	557	159	157
63	0	900	1038	1634	14	2	734	140	138
93	0	1307	1513	1773	6	0	466	206	206
80	0	1142	1308	1781	10	2	639	168	166
110	0	1535	1789	1790	1	0	255	254	254
94	0	1320	1532	1792	6	1	472	213	212
34	0	457	533	1856	23	9	1399	85	76
99	0	1361	1598	1858	6	0	497	237	237
48	0	646	758	1890	21	3	1244	115	112
67	0	933	1082	1962	16	3	1029	152	149
0	0	0	0	2000	1992	0	2000	0	0
