id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	11	56	65	9	0	54	45	45
4	0	9	40	153	22	1	144	32	31
11	0	69	214	216	2	0	147	145	145
18	0	159	314	317	3	0	158	155	155
13	0	99	225	419	12	1	320	127	126
1	0	0	0	432	51	4	432	4	0
28	0	269	502	505	3	0	236	233	233
15	0	137	282	525	2	2	388	147	145
19	0	172	317	584	13	2	412	147	145
20	0	204	330	606	5	2	402	128	126
21	0	210	333	613	3	2	403	125	123
36	0	433	656	661	5	0	228	223	223
41	0	480	751	755	4	0	275	271	271
30	0	303	539	842	5	1	539	237	236
17	0	147	296	847	32	2	700	151	149
7	0	52	130	851	27	3	799	81	78
48	0	601	865	869	4	0	268	264	264
51	0	624	946	959	13	0	335	322	322
54	0	652	1022	1029	7	0	377	370	370
6	0	13	65	1033	49	9	1020	61	52
23	0	237	432	1054	31	2	817	197	195
56	0	699	1054	1065	11	0	366	355	355
57	0	702	1065	1111	46	0	409	363	363
60	0	730	1128	1130	2	0	400	398	398
39	0	467	733	1149	8	1	682	267	266
61	0	739	1149	1154	5	0	415	410	410
40	0	476	743	1189	26	1	713	268	267
45	0	503	797	1320	27	2	817	296	294
14	0	106	244	1325	40	7	1219	145	138
29	0	273	505	1363	60	2	1090	234	232
31	0	313	541	1481	41	7	1168	235	228
71	0	852	1481	1496	15	0	644	629	629
46	0	579	851	1502	13	1	923	273	272
8	0	59	153	1537	69	5	1478	99	94
9	0	60	172	1546	35	5	1486	117	112
74	0	963	1628	1633	5	0	670	665	665
52	0	630	959	1665	35	1	1035	330	329
77	0	975	1691	1701	10	0	726	716	716
53	0	648	1010	1745	13	2	1097	364	362
35	0	432	655	1788	22	3	1356	226	223
87	0	1066	1811	1813	2	0	747	745	745
88	0	1076	1813	1819	6	0	743	737	737
24	0	243	447	1824	33	7	1581	211	204
58	0	714	1113	1830	11	2	1116	401	399
98	0	1221	1981	1985	4	0	764	760	760
63	0	765	1217	1993	17	2	1228	454	452
0	0	0	-1	2006	2006	0	2006	-1	-1
