id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	79	48	1	79	11	10
2	0	33	89	90	1	0	57	56	56
5	0	62	100	289	35	2	227	40	38
15	0	210	299	500	134	2	290	91	89
16	0	266	312	511	48	3	245	49	46
29	0	439	536	548	12	0	109	97	97
17	0	302	585	586	1	0	284	283	283
27	0	416	596	609	13	0	193	180	180
19	0	332	631	645	14	0	313	299	299
13	0	205	667	711	3	1	506	463	462
26	0	414	619	732	15	4	318	209	205
24	0	407	678	748	27	3	341	274	271
22	0	373	786	799	13	0	426	413	413
8	0	121	820	835	15	0	714	699	699
12	0	195	809	849	5	2	654	616	614
20	0	359	886	1009	41	5	650	532	527
10	0	173	974	1186	39	4	1013	805	801
9	0	126	1047	1236	76	4	1110	925	921
6	0	108	1273	1285	12	0	1177	1165	1165
7	0	110	1357	1477	31	2	1367	1249	1247
14	0	208	1295	1592	63	6	1384	1093	1087
25	0	411	1036	1664	77	11	1253	636	625
23	0	378	1513	1679	28	7	1301	1142	1135
3	0	46	1312	1749	76	6	1703	1272	1266
28	0	418	1246	1770	28	1	1352	829	828
21	0	362	859	1867	50	2	1505	499	497
30	0	468	521	1886	79	7	1418	60	53
18	0	322	909	1925	45	1	1603	588	587
4	0	53	116	2051	165	3	1998	66	63
11	0	174	758	2064	58	9	1890	593	584
0	0	0	0	2064	-18	0	2064	0	0
