id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
16	0	180	243	437	117	1	257	64	63
4	0	29	221	528	86	3	499	195	192
27	0	417	460	552	58	1	135	44	43
15	0	179	562	568	6	0	389	383	383
29	0	480	578	579	1	0	99	98	98
28	0	451	602	665	14	1	214	152	151
25	0	392	613	714	46	1	322	222	221
19	0	278	735	851	3	3	573	460	457
14	0	161	589	876	50	6	715	434	428
12	0	122	746	893	51	2	771	626	624
3	0	22	1009	1031	22	0	1009	987	987
23	0	348	903	1096	31	8	748	563	555
24	0	385	917	1108	62	4	723	536	532
18	0	270	1132	1209	39	1	939	863	862
9	0	99	1235	1250	15	0	1151	1136	1136
26	0	394	1278	1386	29	2	992	886	884
20	0	298	1118	1429	48	4	1131	824	820
8	0	95	1451	1526	31	1	1431	1357	1356
5	0	58	1289	1545	85	5	1487	1236	1231
11	0	121	1573	1693	51	5	1572	1457	1452
6	0	66	1769	1789	20	0	1723	1703	1703
17	0	264	1815	1932	36	3	1668	1554	1551
10	0	102	1734	1944	48	5	1842	1637	1632
22	0	341	1799	1960	32	5	1619	1463	1458
13	0	159	1970	2037	20	1	1878	1812	1811
2	0	20	66	2072	158	1	2052	47	46
21	0	319	2047	2083	3	2	1764	1730	1728
7	0	92	1984	2123	43	2	2031	1894	1892
1	0	0	10	2135	52	3	2135	13	10
30	0	486	1555	2315	100	16	1829	1085	1069
0	0	0	0	2315	-2	0	2315	0	0
