id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	79	48	1	79	11	10
2	0	33	89	90	1	0	57	56	56
6	0	108	303	345	42	0	237	195	195
8	0	121	414	499	85	0	378	293	293
17	0	302	759	780	21	0	478	457	457
5	0	62	267	799	35	2	737	207	205
19	0	332	838	852	14	0	520	506	506
22	0	373	912	925	13	0	552	539	539
27	0	416	1021	1044	23	0	628	605	605
29	0	439	1081	1093	12	0	654	642	642
12	0	195	629	1247	15	2	1052	436	434
13	0	205	640	1259	23	1	1054	436	435
15	0	210	698	1302	34	2	1092	490	488
16	0	266	721	1313	18	3	1047	458	455
18	0	322	809	1352	35	1	1030	488	487
24	0	407	946	1442	27	3	1035	542	539
7	0	110	355	1503	71	2	1393	247	245
28	0	418	1054	1514	18	1	1096	637	636
9	0	126	509	1565	46	4	1439	387	383
3	0	46	100	1576	106	6	1530	60	54
4	0	53	163	1661	115	3	1608	113	110
20	0	359	862	1673	11	5	1314	508	503
21	0	362	875	1689	50	2	1327	515	513
26	0	414	988	1757	15	4	1343	578	574
10	0	173	568	1816	49	4	1643	399	395
23	0	378	935	1887	28	7	1509	564	557
14	0	208	671	1976	83	6	1768	469	463
11	0	174	591	2042	68	9	1868	426	417
25	0	411	957	2054	67	11	1643	557	546
30	0	468	1103	2073	89	7	1605	642	635
0	0	0	0	2073	-9	0	2073	0	0
