id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	11	1	0	11	10	10
10	0	134	499	516	17	0	382	365	365
4	0	37	124	630	72	1	593	88	87
14	0	230	651	663	12	0	433	421	421
5	0	59	188	682	43	1	623	130	129
17	0	261	746	782	36	0	521	485	485
3	0	27	63	1054	111	4	1027	40	36
27	0	524	1138	1163	25	0	639	614	614
30	0	574	1237	1266	29	0	692	663	663
13	0	196	640	1295	2	1	1099	445	444
16	0	253	713	1365	52	1	1112	461	460
19	0	268	805	1387	23	2	1119	539	537
6	0	68	336	1483	52	4	1415	272	268
22	0	383	965	1523	3	1	1140	583	582
8	0	126	381	1550	40	2	1424	257	255
23	0	398	1008	1566	23	2	1168	612	610
24	0	451	1064	1578	12	1	1127	614	613
25	0	464	1084	1599	12	5	1135	625	620
11	0	135	526	1689	55	2	1554	393	391
20	0	293	837	1805	57	2	1512	546	544
21	0	313	867	1832	44	5	1519	559	554
7	0	76	348	1878	79	4	1802	276	272
26	0	474	1095	1889	26	2	1415	623	621
15	0	243	692	2030	66	3	1787	452	449
9	0	128	443	2088	101	5	1960	320	315
28	0	538	1173	2238	67	5	1700	640	635
12	0	178	564	2263	101	8	2085	394	386
2	0	15	25	2310	149	14	2295	24	10
18	0	264	792	2347	56	8	2083	536	528
29	0	568	1214	2380	100	7	1812	653	646
0	0	0	0	2380	-16	0	2380	0	0
