id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	4	103	289	186	0	285	99	99
25	0	256	312	473	46	3	217	59	56
1	0	0	10	484	103	8	484	18	10
8	0	68	505	573	30	1	505	438	437
12	0	119	351	891	141	10	772	242	232
6	0	52	782	960	49	3	908	733	730
21	0	218	1006	1178	61	4	960	792	788
11	0	108	970	1189	28	3	1081	865	862
3	0	9	1199	1285	4	3	1276	1193	1190
4	0	37	1499	1705	54	7	1668	1469	1462
9	0	97	1569	1751	55	3	1654	1475	1472
16	0	166	1774	2268	89	15	2102	1623	1608
14	0	136	1785	2325	132	10	2189	1659	1649
19	0	187	1246	2390	243	20	2203	1079	1059
17	0	172	2412	2506	4	8	2334	2248	2240
22	0	224	2423	2861	107	8	2637	2207	2199
20	0	207	2585	2941	55	2	2734	2380	2378
7	0	55	3050	3166	38	4	3111	2999	2995
15	0	152	3188	3304	33	5	3152	3041	3036
13	0	129	3314	3329	15	0	3200	3185	3185
5	0	39	2349	3399	148	20	3360	2330	2310
23	0	248	2711	3573	183	10	3325	2473	2463
10	0	99	1211	3635	122	8	3536	1120	1112
18	0	177	3176	3749	138	12	3572	3011	2999
24	0	253	596	4046	219	43	3793	386	343
0	0	0	0	4046	-7	0	4046	0	0
