id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	1	75	45	6	75	7	1
6	0	139	158	164	6	0	25	19	19
8	0	169	195	196	1	0	27	26	26
5	0	127	144	205	12	0	78	17	17
3	0	59	68	260	33	5	201	14	9
2	0	57	62	262	43	2	205	7	5
9	0	179	206	358	17	0	179	27	27
23	0	313	403	406	3	0	93	90	90
7	0	154	177	519	26	0	365	23	23
4	0	97	105	542	44	4	445	12	8
25	0	364	451	606	3	1	242	88	87
16	0	266	313	702	14	1	436	48	47
42	0	554	715	720	5	0	166	161	161
34	0	431	561	742	9	0	311	130	130
44	0	572	743	747	4	0	175	171	171
36	0	439	584	769	10	1	330	146	145
46	0	593	770	774	4	0	181	177	177
13	0	246	286	812	17	4	566	44	40
49	0	639	837	842	5	0	203	198	198
28	0	385	487	856	7	2	471	104	102
33	0	424	549	923	15	0	499	125	125
18	0	275	330	932	21	3	657	58	55
24	0	339	427	936	14	3	597	91	88
45	0	577	751	1084	14	2	507	176	174
12	0	242	274	1099	29	3	857	35	32
48	0	634	825	1146	11	1	512	192	191
27	0	381	484	1157	19	4	776	107	103
10	0	209	232	1221	41	4	1012	27	23
21	0	302	379	1273	31	6	971	83	77
22	0	305	385	1389	39	2	1084	82	80
35	0	438	572	1440	30	2	1002	136	134
50	0	646	843	1492	28	1	846	198	197
26	0	366	460	1564	42	1	1198	95	94
39	0	499	646	1588	26	5	1089	152	147
14	0	252	295	1677	46	7	1425	50	43
17	0	270	325	1803	60	1	1533	56	55
29	0	400	513	1848	51	4	1448	117	113
20	0	291	359	1958	67	5	1667	73	68
41	0	531	688	1989	52	5	1458	162	157
32	0	414	534	1997	55	18	1583	138	120
11	0	213	244	2019	80	5	1806	36	31
31	0	408	526	2137	78	9	1729	127	118
30	0	403	520	2171	75	15	1768	132	117
19	0	283	350	2181	76	16	1898	83	67
37	0	446	592	2184	83	12	1738	158	146
47	0	618	802	2189	78	6	1571	190	184
43	0	557	727	2211	71	10	1654	180	170
15	0	254	301	2249	95	17	1995	64	47
38	0	479	628	2272	101	7	1793	156	149
40	0	530	682	2283	96	15	1753	167	152
0	0	0	0	2283	7	0	2283	0	0
