id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
9	0	90	90	94	4	0	4	0	0
5	1	31	42	172	16	6	141	17	11
16	1	189	189	214	6	0	25	0	0
18	1	229	229	255	12	2	26	2	0
33	0	412	412	416	4	0	4	0	0
30	1	378	378	420	15	2	42	2	0
36	0	446	446	447	1	0	1	0	0
37	1	462	462	484	11	1	22	1	0
47	1	578	582	620	18	4	42	8	4
50	1	631	631	642	6	0	11	0	0
51	1	666	666	672	6	0	6	0	0
56	2	740	740	766	15	0	26	0	0
26	2	327	327	770	16	1	443	1	0
24	2	307	307	806	22	2	499	2	0
66	0	889	889	898	7	2	9	2	0
74	0	968	973	975	2	0	7	5	5
75	1	996	996	1018	13	1	22	1	0
76	1	1000	1000	1036	9	1	36	1	0
69	2	937	941	1055	20	3	118	7	4
77	0	1055	1055	1059	3	1	4	1	0
79	1	1082	1082	1113	13	0	31	0	0
11	2	105	105	1130	14	2	1025	2	0
83	1	1143	1143	1165	8	1	22	1	0
82	2	1135	1135	1208	17	0	73	0	0
60	2	811	811	1226	16	2	415	2	0
58	2	772	772	1271	17	2	499	2	0
91	0	1320	1320	1321	1	0	1	0	0
98	1	1374	1374	1392	7	2	18	2	0
94	1	1334	1334	1432	12	3	98	3	0
92	1	1325	1325	1456	22	3	131	3	0
100	1	1435	1435	1460	12	2	25	2	0
97	2	1370	1370	1467	21	1	97	1	0
17	2	196	196	1517	12	1	1321	1	0
39	2	494	494	1574	20	3	1080	3	0
25	3	314	314	1680	15	1	1366	1	0
55	3	722	722	1681	13	0	959	0	0
73	3	960	964	1729	33	11	769	15	4
71	3	957	957	1730	23	2	773	2	0
65	3	871	871	1738	23	2	867	2	0
12	3	127	127	1740	19	1	1613	1	0
80	3	1086	1086	1741	22	6	655	6	0
41	3	508	508	1772	28	7	1264	7	0
61	3	829	829	1798	15	0	969	0	0
29	3	376	376	1801	23	3	1425	3	0
72	3	959	959	1839	20	0	880	0	0
34	3	423	423	1848	28	2	1425	2	0
2	3	26	26	1880	21	2	1854	2	0
8	3	45	79	1895	17	2	1850	36	34
0	0	0	0	2001	1985	0	2001	0	0
