id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	26	27	75	29	2	49	3	1
9	0	90	93	99	6	0	9	3	3
11	0	105	110	147	17	2	42	7	5
1	0	0	1	174	41	7	174	8	1
8	0	45	54	208	20	2	163	11	9
5	0	31	50	210	18	6	179	25	19
16	0	189	211	217	6	0	28	22	22
17	0	196	218	252	13	1	56	23	22
18	0	229	253	276	16	2	47	26	24
26	0	327	333	363	21	1	36	7	6
33	0	412	420	426	6	0	14	8	8
36	0	446	451	454	3	0	8	5	5
34	0	423	437	491	34	2	68	16	14
37	0	462	469	496	13	1	34	8	7
30	0	378	388	547	18	2	169	12	10
29	0	376	404	570	29	3	194	31	28
40	0	496	503	605	36	4	109	11	7
47	0	578	585	648	24	4	70	11	7
50	0	631	649	655	6	0	24	18	18
25	0	314	318	683	16	1	369	5	4
35	0	427	612	690	32	3	263	188	185
41	0	508	511	727	31	7	219	10	3
28	0	353	364	768	32	3	415	14	11
12	0	127	139	798	22	1	671	13	12
39	0	494	497	832	22	3	338	6	3
43	0	541	799	899	46	6	358	264	258
24	0	307	311	917	24	2	610	6	4
32	0	403	427	935	28	4	532	28	24
13	0	132	137	986	42	3	854	8	5
38	0	479	706	1000	52	5	521	232	227
27	0	341	345	1078	54	4	737	8	4
10	0	94	100	1104	37	2	1010	8	6
22	0	268	277	1141	22	1	873	10	9
15	0	186	228	1173	39	1	987	43	42
45	0	572	1178	1216	31	2	644	608	606
7	0	42	83	1312	56	4	1270	45	41
14	0	154	836	1317	75	7	1163	689	682
19	0	235	280	1339	44	2	1104	47	45
21	0	259	263	1607	51	4	1348	8	4
4	0	30	1420	1669	114	14	1639	1404	1390
42	0	516	1626	1730	56	4	1214	1114	1110
48	0	609	1039	1829	118	12	1220	442	430
6	0	34	76	1898	64	6	1864	48	42
49	0	630	637	1904	42	7	1274	14	7
3	0	27	735	2013	160	12	1986	720	708
31	0	383	1786	2019	99	12	1636	1415	1403
20	0	243	2056	2118	53	4	1875	1817	1813
23	0	270	294	2227	143	10	1957	34	24
44	0	560	571	2229	69	8	1669	19	11
46	0	574	1001	2520	249	23	1946	450	427
0	0	0	0	2520	25	0	2520	0	0
