id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
7	0	63	355	476	46	2	413	294	292
5	0	46	400	515	46	1	469	355	354
1	0	0	10	576	72	13	576	23	10
12	0	86	601	729	27	6	643	521	515
6	0	48	537	1021	91	10	973	499	489
20	0	167	1045	1057	12	0	890	878	878
19	0	151	1089	1185	43	2	1034	940	938
4	0	28	897	1239	55	3	1211	872	869
17	0	124	1078	1312	33	7	1188	961	954
23	0	189	1333	1494	52	5	1305	1149	1144
16	0	119	1557	1792	68	6	1673	1444	1438
8	0	66	1371	1989	85	17	1923	1322	1305
15	0	113	2088	2251	57	3	2138	1978	1975
25	0	201	1860	2349	132	15	2148	1674	1659
3	0	15	2372	2434	28	1	2419	2358	2357
18	0	134	2475	2547	40	1	2413	2342	2341
9	0	69	2464	2677	46	3	2608	2398	2395
21	0	183	2580	2823	55	7	2640	2404	2397
10	0	76	1519	2964	269	30	2888	1473	1443
14	0	91	2869	2996	26	4	2905	2782	2778
13	0	89	3006	3216	57	2	3127	2919	2917
24	0	192	2833	3269	81	12	3077	2653	2641
11	0	79	789	3590	92	4	3511	714	710
22	0	184	613	3629	317	39	3445	468	429
2	0	10	54	3789	321	23	3779	67	44
0	0	0	0	3789	-2	0	3789	0	0
