id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	9	32	199	49	1	190	24	23
8	0	206	501	515	14	0	309	295	295
12	0	268	677	694	17	0	426	409	409
3	0	37	105	829	78	2	792	70	68
18	0	369	854	855	1	0	486	485	485
21	0	419	911	912	1	0	493	492	492
6	0	146	419	965	38	2	819	275	273
9	0	207	525	1032	17	1	825	319	318
10	0	239	539	1050	23	1	811	301	300
22	0	571	1060	1067	7	0	496	489	489
23	0	581	1077	1078	1	0	497	496	496
27	0	602	1154	1179	25	0	577	552	552
14	0	315	747	1345	14	1	1030	433	432
5	0	136	323	1489	121	5	1353	192	187
4	0	43	133	1539	87	3	1496	93	90
25	0	596	1099	1574	25	1	978	504	503
26	0	597	1122	1603	41	1	1006	526	525
30	0	636	1230	1699	45	1	1063	595	594
16	0	320	792	1794	15	2	1474	474	472
20	0	395	887	1878	66	4	1483	496	492
28	0	631	1189	1941	31	2	1310	560	558
29	0	632	1202	1952	47	5	1320	575	570
1	0	0	10	1996	132	8	1996	18	10
24	0	594	1088	2124	22	4	1530	498	494
11	0	241	564	2145	143	5	1904	328	323
15	0	319	770	2188	72	9	1869	460	451
17	0	328	839	2205	62	8	1877	519	511
13	0	293	716	2255	53	8	1962	431	423
7	0	157	452	2306	83	9	2149	304	295
19	0	385	865	2349	88	8	1964	488	480
0	0	0	0	2349	-9	0	2349	0	0
