id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
11	0	69	223	235	12	0	166	154	154
18	0	159	404	407	3	0	248	245	245
5	0	11	65	555	9	0	544	54	54
28	0	269	620	643	23	0	374	351	351
15	0	137	326	736	2	2	599	191	189
20	0	204	473	871	5	2	667	271	269
21	0	210	486	882	3	2	672	278	276
30	0	303	695	1048	5	1	745	393	392
13	0	99	301	1367	12	1	1268	203	202
4	0	9	51	1457	22	1	1448	43	42
19	0	172	431	1471	13	2	1299	261	259
0	0	0	-1	2002	2002	0	2002	-1	-1
